2,20
2,24
1,20
2,8
2,20
2,24
2,20
1,24
1,12
2,8
1,20
2,8
2,20
2,24
1,20
2,8
1,20
2,8
2,20
1,24
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
2,12
1,24
1,12
1,8
1,12
1,8
2,12
1,24
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
2,12
1,24
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
2,12
1,24
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
2,8
1,20
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
2,8
1,20
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
2,8
1,20
1,8
1,12
2,8
1,20
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
2,12
1,24
2,12
1,24
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
2,8
1,20
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
2,12
1,24
1,12
1,8
1,12
1,8
1,12
1,8
1,12
1,8
1,12
2,8
1,20
2,8
1,20
1,8
2,12
1,24
2,12
1,24
1,12
3,8
2,28
1,24
1,12
1,8
1,12
2,8
1,20
2,8
2,20
3,24
3,28
3,32
2,28
2,24
2,20
2,24
1,20
1,8
1,12
2,8
3,20
2,32
1,20
3,8
3,28
3,32
5,28
4,48
28,44
29,176
4,292
5,160
29,52
5,184
6,52
29,64
29,196
28,288
28,284
28,280
29,284
29,288
28,292
29,280
28,292
29,280
29,292
28,288
9,284
9,152
29,92
29,224
7,292
29,160
28,292
7,280
8,148
29,80
9,212
8,88
9,84
29,88
28,220
10,280
9,148
28,88
29,220
8,288
9,156
13,88
30,132
29,264
29,292
29,288
30,292
29,304
29,292
29,288
29,292
29,288
29,292
30,288
30,300
29,304
30,292
29,304
29,292
30,288
29,300
30,288
30,300
30,304
30,300
30,304
30,300
29,304
29,292
30,288
31,300
30,312
30,300
29,304
30,292
30,304
29,300
29,288
29,292
28,288
30,284
29,304
29,292
30,288
29,300
28,288
30,284
30,304
30,300
30,304
32,300
29,320
29,292
29,288
29,292
30,288
30,300
30,304
29,300
30,288
30,300
30,304
31,300
30,312
31,300
30,312
29,300
31,288
30,308
29,304
30,292
30,304
30,300
30,304
29,300
29,288
30,292
30,304
29,300
29,288
29,292
29,288
29,292
29,288
30,292
30,304
31,300
29,312
30,292
30,304
29,300
30,288
28,300
29,280
29,292
30,288
29,300
29,288
30,292
29,304
29,292
30,288
30,300
30,304
31,300
29,312
29,292
30,288
29,300
30,288
30,300
30,304
28,300
30,280
29,300
30,288
30,300
30,304
28,300
28,280
29,284
29,288
28,292
28,280
29,284
29,288
29,292
28,288
29,284
29,288
30,292
29,304
28,292
29,280
29,292
29,288
29,292
29,288
28,292
28,280
29,284
29,288
29,292
29,288
28,292
29,280
30,292
29,304
29,292
28,288
28,284
29,280
29,292
28,288
29,284
29,288
29,292
13,288
28,156
28,280
11,284
9,152
11,92
29,112
29,244
10,288
9,156
28,88
12,220
8,120
9,84
28,88
10,220
8,104
10,84
29,104
28,236
8,280
28,148
29,280
8,292
8,160
28,84
28,216
8,284
7,152
28,68
28,200
8,284
29,152
29,284
28,288
29,284
29,288
29,292
29,288
28,292
29,280
28,292
29,280
28,292
29,280
29,292
28,288
28,284
28,280
29,284
29,288
28,292
28,280
29,284
6,288
29,156
28,288
3,284
4,152
2,44
3,24
2,28
