-6,-68
-5,-64
-6,68
-5,-64
-5,68
-5,-56
-5,-60
-6,-56
-5,-188
-5,-56
-4,-60
-3,72
-2,204
-1,336
1,468
1,600
2,468
3,600
2,732
2,600
0,468
1,336
0,468
0,336
-1,204
-10,72
0,-60
-9,72
-3,-60
-3,72
-3,-36
-2,-40
-3,92
-4,-40
-4,-172
-3,-48
-3,84
-3,-40
-3,-36
-2,-40
-3,92
-3,-40
-3,-36
-3,-40
-3,-36
-3,-40
-3,-36
-3,-40
-3,-36
-3,-40
-2,-36
-3,96
-3,-36
-3,-40
-3,-36
-3,-40
-2,-36
-3,96
-2,-36
-3,96
-3,-36
-3,-40
-3,-36
-3,-40
-2,-36
-3,96
-3,-36
-3,-40
-2,-36
-1,96
1,228
31,360
29,492
0,360
-2,228
-2,96
-3,-28
29,-160
-2,-28
-2,-160
-1,-28
-2,104
-1,-28
0,104
-2,236
-2,104
-2,-28
-1,-24
-1,108
-1,-16
-1,-20
-1,-16
-2,-20
-2,-152
-2,-28
-1,-24
-1,108
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-2,-16
-2,-148
-2,-24
-2,-28
-2,-24
-1,-28
-1,104
-2,-20
-1,-152
-1,-20
-2,-16
-1,-148
-1,-16
-2,-20
-1,-152
-1,-20
-2,-16
-2,-148
-2,-24
-1,-28
-1,104
-2,-20
-2,-152
-1,-28
-2,104
-1,-28
-2,104
-1,-28
-1,104
-2,-20
-2,-152
-1,-28
-2,104
-2,-28
-1,-24
-2,108
-2,-24
-2,-28
-2,-24
-2,-28
-2,-24
-2,-28
-1,-24
-2,108
-1,-24
-2,108
-2,-24
-2,-28
-1,-24
-1,108
-2,-16
-2,-148
-1,-24
-1,108
-1,-16
-2,-20
-1,-152
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-2,-16
-2,-148
-1,-24
-1,108
-1,-16
-1,-20
-1,-16
-2,-20
-2,-152
-1,-28
-1,104
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-2,-16
-1,-148
-1,-16
-1,-20
-2,-16
-2,-148
-2,-24
-1,-28
-1,104
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-2,-16
-1,-148
-2,-16
-1,-148
-2,-16
-1,-148
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-2,-152
-2,-28
-1,-24
-1,108
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-2,-16
-2,-148
-1,-24
-1,108
-1,-16
-2,-20
-1,-152
-2,-20
-1,-152
-1,-20
-1,-16
-2,-20
-2,-152
-1,-28
-1,104
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-2,-20
-2,-152
-2,-28
-1,-24
-1,108
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-2,-16
-1,-148
-1,-16
-2,-20
-1,-152
-2,-20
-1,-152
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-2,-16
-2,-148
-1,-24
-2,108
-1,-24
-1,108
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-2,-20
-2,-152
-1,-28
-1,104
-2,-20
-1,-152
-2,-20
-1,-152
-1,-20
-2,-16
-1,-148
-1,-16
-2,-20
-2,-152
-2,-28
-1,-24
-2,108
-1,-24
-2,108
-2,-24
-1,-28
-2,104
-1,-28
-1,104
-1,-20
-2,-16
-2,-148
-1,-24
-1,108
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-1,-20
-1,-16
-2,-20
-1,-152
-1,-20
-1,-16
-1,-20
-2,-16
-1,-148
-1,-16
-1,-20
-2,-16
-1,-148
0,-16
-1,116
-1,-16
-1,-20
3,-16
29,116
30,248
30,380
-2,288
-3,156
-3,24
-2,-36
-2,96
-3,-28
-2,-160
-3,-28
-3,-160
-3,-36
-3,-40
-3,-36
-3,-40
-3,-36
-2,-40
-3,92
-4,-40
-4,-172
-4,-48
-4,-44
-3,-48
-3,84
-4,-40
-4,-172
-3,-48
-4,84
-3,-48
-3,84
-2,-40
-3,92
-3,-40
-4,-36
-3,-168
-4,-36
-4,-168
-4,-44
-4,-48
-4,-44
-4,-48
-4,-44
-4,-48
-4,-44
-4,-48
-4,-44
-4,-48
-4,-44
-4,-48
-3,-44
-2,88
-4,220
-4,88
-4,-44
-4,-48
-4,-44
-3,-48
-4,84
-4,-48
-4,-44
-5,-48
-4,-180
-4,-48
-4,-44
-5,-48
-5,-180
-5,-56
-4,-60
-4,72
-5,-44
-4,-176
-4,-44
-3,-48
-4,84
