1,32
1,36
1,32
1,36
1,32
1,36
2,32
1,164
1,32
1,36
2,32
1,164
1,32
1,36
1,32
1,36
2,32
1,164
1,32
2,36
1,168
1,36
1,32
2,36
1,168
1,36
1,32
2,36
2,168
1,44
1,-88
2,36
1,168
1,36
1,32
1,36
1,32
1,36
1,32
1,36
2,32
2,164
2,48
1,44
1,-88
1,36
1,32
1,36
1,32
1,36
1,32
1,36
1,32
1,36
1,32
1,36
1,32
2,36
2,168
1,44
1,-88
1,36
1,32
1,36
1,32
1,36
1,32
1,36
1,32
2,36
2,168
2,44
1,48
2,-84
1,48
2,-84
1,48
1,-84
2,32
2,164
1,48
1,-84
1,32
2,36
2,168
2,44
2,48
1,44
2,-88
2,44
1,48
2,-84
2,48
2,44
2,48
1,44
2,-88
2,44
1,48
1,-84
1,32
1,36
2,32
2,164
2,48
1,44
1,-88
2,36
1,168
1,36
2,32
2,164
2,48
2,44
1,48
1,-84
1,32
2,36
1,168
1,36
1,32
2,36
2,168
1,44
2,-88
2,44
2,48
2,44
1,48
1,-84
2,32
2,164
2,48
2,44
2,48
2,44
2,48
2,44
1,48
2,-84
2,48
2,44
2,48
2,44
1,48
2,-84
1,48
2,-84
2,48
1,44
2,-88
1,44
2,-88
1,44
2,-88
2,44
1,48
1,-84
3,40
2,172
2,40
2,44
2,48
2,44
2,48
2,44
1,48
2,-84
2,48
2,44
2,48
2,44
2,48
1,44
2,-88
2,44
2,48
1,44
2,-88
1,44
2,-88
2,44
1,48
2,-84
2,48
1,44
1,-88
1,36
2,40
2,172
1,48
2,-84
2,48
2,44
2,48
2,44
2,48
2,44
2,48
2,44
2,48
1,44
2,-88
2,44
2,48
2,44
2,48
2,44
2,48
2,44
2,48
2,44
2,48
2,44
2,48
1,44
2,-88
2,44
1,48
1,-84
2,40
2,172
1,48
2,-84
2,48
2,44
2,48
2,44
2,48
2,44
2,48
2,44
2,48
2,44
1,48
1,-84
2,40
1,172
28,40
1,172
1,40
29,36
1,168
0,36
1,-96
29,36
1,168
0,36
2,-96
29,36
1,168
0,36
1,-96
29,36
2,168
0,36
0,-96
1,28
28,160
28,292
1,312
0,180
0,48
1,28
29,160
29,292
28,320
29,188
1,320
1,188
0,56
1,-76
1,56
1,44
1,40
29,44
1,176
0,44
0,-88
4,28
29,160
28,292
29,160
29,292
29,320
28,324
3,192
29,60
28,192
3,60
5,-72
28,60
29,192
28,324
29,192
29,324
29,328
28,324
29,192
29,324
29,328
28,324
28,192
29,316
28,448
28,316
28,320
29,316
29,448
28,332
29,200
29,332
7,328
28,196
7,328
8,196
29,328
29,460
9,328
10,196
11,328
29,460
7,592
9,460
29,592
8,724
10,592
30,724
28,856
10,724
29,592
28,724
29,592
29,724
29,592
29,460
29,336
29,332
29,336
29,332
28,336
29,204
28,336
29,204
28,336
28,204
29,328
28,460
30,328
29,460
28,328
28,196
30,328
29,460
30,328
30,460
28,352
28,220
28,328
28,332
29,328
29,460
29,344
29,340
28,344
29,212
29,344
29,340
29,344
28,340
28,208
29,332
28,464
28,332
29,336
28,468
30,336
28,468
29,336
29,468
30,344
29,476
29,344
30,348
29,480
29,348
28,352
29,220
28,352
28,220
30,336
29,468
30,336
29,468
28,336
28,204
29,336
29,468
29,352
30,356
29,488
29,356
29,352
29,356
28,352
29,220
28,352
11,220
10,88
29,-44
28,88
30,-44
29,88
9,-44
28,-176
29,-44
29,88
9,220
10,88
28,220
29,352
10,484
9,352
29,220
29,352
29,356
8,360
29,228
28,360
29,228
8,360
9,228
29,360
29,492
7,360
7,228
28,144
28,276
8,352
29,220
28,352
29,220
29,352
29,364
28,360
29,228
29,360
29,364
28,360
28,228
29,352
28,484
29,352
30,484
28,616
28,484
29,360
29,492
28,368
29,236
28,368
6,236
28,104
3,236
3,104
3,108
3,112
2,108
3,-24
2,108
2,-24
1,100
0,-32
1,-164
0,-32
0,-164
1,-32
0,100
0,-32
0,76
0,80
-1,76
-1,-56
-2,68
-1,-64
-1,68
-3,72
-2,-60
-2,72
-3,60
-2,-72
-2,60
-4,56
-3,-76
-3,56
-4,44
-3,-88
-4,44
-4,-88
-5,36
-5,-96
-5,28
-5,24
-5,28
-5,24
-6,28
-6,-104
-6,20
-6,16
-6,20
-6,16
-7,20
-7,-112
-7,4
-7,8
-7,4
-7,8
-7,4
-7,8
-8,4
-8,-128
-7,4
-8,136
-8,4
-8,0
-8,4
-8,0
-8,-4
-9,0
-9,-132
-8,-8
-8,124
-9,0
-9,-132
-9,-8
-9,-12
-9,-8
-9,-12
-9,-8
-9,-12
-9,-8
-9,-12
-9,-8
-9,-12
-10,-8
-9,-140
-9,-8
-9,-12
-10,-8
-10,-140
-10,-24
-10,-20
-10,-24
-10,-20
-10,-24
-10,-20
-10,-24
-10,-20
-10,-24
-10,-20
-10,-24
-10,-20
-10,-24
-9,-20
-9,112
-10,-12
-9,-144
-10,-12
-9,-144
-10,-12
-10,-144
-10,-28
-10,-24
-9,-28
-10,104
-10,-28
-9,-24
-10,108
-9,-24
-9,108
-9,-16
-9,-12
-9,-16
-9,-12
-9,-16
-9,-12
-9,-16
-8,-12
-9,120
-8,-12
-8,120
-8,-4
-8,-8
-7,-4
-8,128
-8,-4
-7,-8
-8,124
-7,-8
-7,124
-7,0
-6,4
-7,136
-6,4
-7,136
-6,4
-6,136
-6,12
-6,8
-6,12
-7,8
-6,-124
-6,8
-6,12
-6,8
-6,12
-6,8
-5,12
-5,144
-5,20
-5,16
-5,20
-4,16
-5,148
-5,16
-5,20
-4,16
-4,148
-3,24
-4,156
-4,24
-3,28
-4,160
-3,28
-4,160
-3,28
-3,160
