-14,8
-14,4
-14,0
-14,4
-14,0
-14,-4
-14,0
-15,-4
-15,-136
-15,-20
-15,-24
-15,-28
-14,-32
-15,100
-15,-32
-14,-36
-13,96
-13,228
-13,96
-13,-36
-13,-32
-13,-36
-13,-40
-13,-44
-14,-48
-15,-180
-16,-312
-16,-444
-16,-312
-16,-180
-16,-88
-15,-92
-15,40
-15,-92
-15,-96
-15,-92
-15,-96
-15,-100
-15,-104
-15,-108
-15,-112
-15,-116
-15,-120
-15,-116
-14,-120
-15,12
-14,-120
-15,12
-14,-120
-14,12
-14,-120
-14,-132
-14,-136
-14,-140
-14,-144
-14,-148
-14,-152
-14,-148
-13,-152
-13,-20
-13,-152
-13,-156
-13,-160
-13,-156
-13,-160
-13,-164
-13,-168
-13,-172
-13,-176
-13,-172
-12,-176
-12,-44
-12,-176
-12,-180
-12,-176
-12,-180
-12,-184
-12,-188
-12,-192
-12,-188
-12,-192
-12,-196
-12,-200
-11,-204
-11,-72
-11,-196
-11,-200
-11,-204
-11,-200
-11,-204
-11,-208
-11,-212
-11,-216
-11,-212
-11,-216
-11,-220
-11,-224
-10,-220
-10,-88
-10,-220
-10,-224
-10,-220
-10,-224
-10,-228
-9,-232
-10,-100
-9,-232
-9,-100
-9,-232
-9,-228
-9,-232
-9,-236
-9,-232
-8,-236
-8,-104
-8,-236
-8,-232
-8,-236
-8,-240
-8,-236
-8,-240
-8,-244
-7,-248
-7,-116
-7,-240
-7,-244
-7,-240
-6,-244
-6,-112
-7,-236
-6,-368
-6,-236
-5,-240
-6,-108
-5,-240
-5,-108
-5,-240
-5,-236
-5,-240
-5,-244
-4,-240
-4,-108
-4,-232
-4,-236
-4,-240
-3,-236
-3,-104
-3,-228
-2,-232
-2,-100
-2,-224
-2,-228
-1,-224
-2,-92
-1,-224
-1,-92
0,-216
0,-84
0,-208
0,-212
0,-208
1,-212
0,-80
2,-212
1,-80
4,-212
2,-80
3,-212
3,-80
3,-180
4,-184
28,-52
29,80
29,212
28,80
28,-52
29,40
29,172
29,64
29,68
28,72
28,-60
28,72
29,84
28,216
28,84
29,104
28,236
29,104
28,236
29,104
29,236
29,144
29,148
28,152
29,20
29,152
29,172
29,176
29,180
28,192
30,60
28,192
30,60
29,192
28,60
29,-72
29,60
30,192
30,324
30,256
29,260
29,128
30,260
30,392
30,284
30,288
31,300
30,432
29,300
30,168
29,300
30,168
29,300
30,168
30,300
30,352
30,356
29,360
30,228
30,360
29,380
30,248
29,380
29,248
30,380
30,512
28,412
31,280
29,412
31,280
30,412
29,280
29,148
29,280
29,412
29,464
29,468
30,472
29,604
29,472
29,492
29,496
29,500
29,504
30,516
29,648
30,516
28,648
29,516
29,648
28,548
29,416
29,548
30,568
30,700
29,584
30,452
